name,DOB,sex,race,height,weight,zip,street,brth_cert_number
Marcos CISNEROS,101268,0,3,71,130,22573,3007 HILLYER  ST,765516
George EDWARDS,041171,0,1,57,157,24464,2497 DOGWOOD  ST,148270
Brenna MARCUM,062271,0,4,,146,20566,9858 NEW  ST,157153
Christian MEDLEY,021855,0,1,63,123,39378,9982 HANCOCK  ST,703673
Simon GARDNER,012072,0,4,77,141,39688,5241 DAVIS  STREET,834262
Leonel LOVELACE,120674,0,1,79,152,30807,3308 MADISON  ST,752552
Emmanuel HOUCK,080453,0,3,76,,30477,8674 NORRIS  STREET,190267
Eric HALL,113053,0,3,76,114,25965,8644 HUNTER  STREET,374491
Valeria HANNAH,111645,0,2,,142,31367,4981 HILLMONT  STREET,255394
Josephine AGUIRRE,081268,0,3,76,,24885,9800 MIMOSA  STREET,444581
Kaydence HURT,091463,0,3,64,129,32456,833 VILLA  ST,586907
Nina POWER,092553,0,1,78,139,37542,3578 PENSDALE  ST,528729
Enrique BURCH,010971,0,2,,141,22710,3769 CHURCH  ST,462216
Luca WILDER,120246,0,3,64,159,29882,9991 HANCOCK  ST,859203
Osvaldo RHOADES,050163,0,4,57,113,30016,6913 HEATON PARK  ST,552543
Gregory LATHAM,071150,0,2,80,,,,569261
Brittany DUNN,041866,0,4,77,171,25374,3450 MANOR  ST,312047
Guadalupe LOZANO,091979,0,2,62,173,30811,5945 MAEDIRIS  ST,437016
Katherine ASHER,072881,0,2,44,81,23916,5465 PATE  ST,117952
Macy TURPIN,080547,0,4,45,124,26325,2070 MONTGOMERY  ST,497748
Lane BERNSTEIN,081084,0,1,,143,28948,1748 SPRINGDALE  STREET,732094
Bryan DRIVER,052676,0,1,,141,37195,8941 RUPERT  ST,754755
Terrance ELKINS,030774,0,1,,131,23620,7380 DEARBORN  STREET,816241
Calvin BELANGER,053078,0,3,88,147,27593,5481 PLAINVIEW  ST,278192
Gustavo BUTLER,013071,0,4,50,,31585,6644 MOUNTAIN VIEW  ST,114463
Martin DEATON,110872,0,4,,112,24413,3339 CARTER  STREET,233439
Lauren CRISP,072779,0,1,56,124,22995,1255 OAKVIEW  STREET,192126
Danielle BETANCOURT,010348,0,2,78,,32396,3283 CATHERINE  ST,837612
Amber MILTON,090848,0,3,69,118,21392,2741 LOCKWOOD  STREET,654030
Cole ANAYA,031274,0,2,,135,25376,8353 ZOAR  ST,583470
Skyler BOONE,040876,0,1,54,152,27733,3410 CONWAY  ST,149611
Kiley VAIL,021553,0,3,62,135,34586,8127 ASHWOOD  STREET,308368
Isaiah ANAYA,050214,0,1,60,158,30486,8280 DOGWOOD  ST,159052
Hayley IRVIN,022675,0,2,,99,39246,6743 EMERSON  STREET,625448
Wendy COOKE,100867,0,3,57,120,37384,1933 UNDERWOOD  STREET,439352
Brendan TRUONG,091649,0,2,,144,,,715263
Darren TALBOT,062046,0,3,53,122,38140,7170 COURT  STREET,200970
Drake TALLEY,092077,0,2,,144,,,763257
Ryder BURROUGHS,032581,0,1,75,141,38439,283 HEATON PARK  STREET,644608
Gage MARTIN,060974,0,,63,107,24422,7565 OLD DECATUR  ST,523466
Dakota PICKENS,042540,0,1,71,152,29574,1341 HANCOCK  STREET,838189
Tessa RENDON,080280,0,2,58,133,29911,9387 DERRYDOWN  ST,270193
Marvin ONEILL,031672,0,1,65,161,25267,8023 MAEDIRIS  ST,413859
Melany MORAN,012978,0,4,55,105,23483,6913 DAVIS  STREET,333358
Joiquin BENITEZ,051382,0,3,61,135,21763,3855 PLAINVIEW  ST,299410
Isabel BUSH,112077,0,2,84,164,24089,3946 MADISON  ST,725840
Elle NEIL,072882,0,2,64,127,25064,4987 GRIFFIN  ST,794810
Kade MOYER,030462,0,1,76,,33963,5113 KINGS  STREET,381522
Grayson THURMAN,010553,0,4,79,145,21671,8404 WINNONA  ST,461126
Stephen ELDRIDGE,061080,0,3,60,159,31833,5807 WOODBURY  STREET,245283
Malia RATLIFF,101977,0,4,72,129,30134,5335 1ST  STREET,436818
Timothy PICKENS,102584,0,4,,171,32524,5754 WOODLAWN  STREET,246725
Isabella MOSS,050851,0,4,69,,,,806309
Jasmin KIRK,061776,0,1,76,149,33997,1710 LEYDEN  ST,551332
Jaiden POOL,110459,0,1,,152,28072,9438 FENWAY  ST,722961
Willow GROVER,071072,0,3,63,159,27896,1900 VILLAGE WALK  STREET,369556
Leonardo RUCKER,062340,0,2,67,,20566,3081 FREEMAN  ST,114950
Melody ROYAL,021484,0,1,63,157,36519,1155 LENORE  STREET,647545
Mary ENGLAND,021576,0,3,71,147,30046,3623 FORREST  STREET,896200
Randy BRIGHT,011772,0,2,67,,34658,4956 EMERSON  STREET,230818
Gabrielle ALLEY,031051,0,1,70,,32779,498 LAMONT  ST,194088
Elise CASTLE,092347,0,4,56,95,28729,1576 MEAD  ST,791470
Saul GOLDSMITH,011772,0,3,61,144,34318,9126 FELD  STREET,272675
Stephen CHEEK,031485,0,3,79,171,33093,6118 2ND  ST,458901
Walter CHAPMAN,070963,0,1,57,163,29622,1343 HANCOCK  STREET,861486
Alejandro PARISH,052273,0,3,61,124,32018,7130 EASTLAND  ST,474981
Madeleine STAHL,121767,0,4,55,136,30360,474 HIBERNIA  ST,695313
Naomi BLANKENSHIP,080658,0,4,70,,37908,7839 COLLEGE  STREET,384211
Cecilia MARINO,060563,0,3,60,101,33264,2409 MEDLOCK  ST,448253
Courtney MALLORY,072481,0,1,64,,39167,6259 GLENN  ST,694998
Chandler NGUYEN,102480,0,1,70,,30882,4292 LANDOVER  STREET,842962
Taryn DRAKE,072257,0,4,66,,26690,7879 MOUNT VERNON  ST,598183
Sarah LI,070572,0,1,90,154,33342,4371 GRAYSON  ST,487206
Joaquin BIDDLE,022558,0,1,74,120,28040,4384 PINEHURST  ST,725221
Kaleyn NICKERSON,060450,0,3,65,122,24279,3979 HURON  STREET,360102
Josephine MOELLER,032067,0,1,45,,33787,4182 EVANS  ST,329340
Phoebe PATRICK,071663,0,1,56,128,33561,9232 TANYARD CREEK  ST,518551
Lorenzo FERRELL,021457,0,2,65,122,31208,4445 GREEN  ST,213908
Cindy SPEER,112748,0,3,62,109,20924,1956 GREYLOCK  STREET,450513
Braylon CARUSO,081176,0,1,61,118,27915,6431 EASTLAND  STREET,130283
Ayla BARCLAY,022754,0,1,51,95,26475,1204 ADAMS  STREET,590783
Braylon SARGENT,040561,0,1,73,206,33409,3723 KIRK CROSSING  STREET,839172
Brittany KEY,082077,0,3,63,,23139,1551 ADAMS  ST,673325
Wesley JOY,052066,0,2,57,,38670,3519 PONCE DE LEON  STREET,376994
Paris WILLARD,042342,0,1,59,,33175,762 MCKINNON  ST,670394
Eric CHAMPION,050859,0,3,78,167,38474,6160 THOMAS  ST,681280
Jorge BANDA,041772,0,4,,136,37151,4749 MERRILL  STREET,821848
Axel COSTA,032369,0,3,,,32764,6197 3RD  STREET,482139
Casey WYNN,062954,0,1,,118,36930,5670 RIMINGTON  ST,177538
Desiree GAMEZ,072765,0,2,,171,27076,7433 HAMPSHIRE  ST,584960
Estrella GAFFNEY,082140,0,3,55,106,37640,8975 WOODVIEW  STREET,664363
Andy JONES,020147,0,4,,,37469,6732 AVERY  STREET,554458
Caroline GALLO,010462,0,1,79,131,22181,6368 PATTILLO  ST,885188
Layla MADISON,070680,0,2,64,157,23787,3704 GARLAND  ST,754483
Cadence MAYES,062273,0,1,76,177,32942,9074 WINTER  STREET,290305
Yoselin PRITCHARD,110285,0,1,72,102,25950,9205 GRIFFIN  ST,197763
Roy BAER,041279,0,4,56,105,37014,3640 WINTER  ST,683178
Andrea ROPER,040770,0,2,65,138,31021,3113 FITZGERALD  ST,292953
Jimmy BENDER,032860,0,4,,120,34022,1614 IRVIN  STREET,770548
Jazmin JACK,112741,0,1,64,131,27448,8688 UNDERWOOD  STREET,322054
Savanna FRANCIS,091255,0,3,52,154,38030,8704 DURAND FALLS  STREET,203650
Ashlyn BUTTERFIELD,041862,0,4,50,120,34797,7575 PLAINVIEW  ST,262601
Conner ARCE,052746,0,2,74,168,31914,3401 HILLYER  ST,381474
Kaitlynn PIPER,041673,0,4,68,175,33472,7650 POPLAR LANE  STREET,712344
Kathryn VILLANUEVA,012874,0,3,,,26139,3827 OAK  STREET,683314
Uriel BRADY,102053,0,1,56,131,33312,9607 CANDLER  STREET,108883
Marcos SHAVER,042857,0,1,80,157,25314,1264 DALEROSE  STREET,746748
Caroline PAPPAS,070569,0,4,66,169,32118,792 ADAIR  STREET,440284
Josiah SCHMITT,101166,0,3,77,,37522,8401 BUCHANAN  STREET,710267
Emily HILL,051441,0,2,84,,39534,4296 DEKALB COUNTY COURTHOUSE  STREET,748770
Danika ROY,122874,0,3,,107,25599,9025 WHEATFIELDS  ST,806582
Mateo MCNAMARA,022141,0,1,55,94,37388,7952 RIDGELAND  ST,671934
Jazmine GARDINER,021565,0,2,,139,27970,8319 WILBURN  ST,841681
Eric HANDY,050877,0,4,59,113,30868,3242 MONTGOMERY  ST,667509
Julia ORNELAS,061060,0,3,63,123,33314,2107 HILLCREST  ST,135527
Jake NAVARRO,120885,0,3,66,154,29305,486 CAMBRIDGE  STREET,674601
Izabella MAHAN,021663,0,1,71,149,25660,4788 WESTCHESTER  STREET,422609
Hanna LIND,041651,0,4,62,110,26940,8763 WINNONA  STREET,565960
Adrian FORMAN,010242,0,3,,107,27266,7654 RIDLEY  STREET,211257
Ashton TRAMMELL,111263,0,4,76,,38497,6980 APPIAN  STREET,563105
Lola VIDAL,090842,0,3,74,137,23695,1647 POPLAR  ST,447372
Kaylie CHILDRESS,122484,0,3,73,138,20358,9924 GLENLAKE COMMONS  ST,655335
Kyla HAWKINS,090341,0,4,71,,36097,2370 CHARLESTON OAKS  ST,711216
Evelyn SHOOK,051340,0,2,,109,28735,878 IRVIN  ST,210459
Jose HAMMONDS,060458,0,3,75,,38447,269 CALLAWAY BUILDING  ST,726613
Valerie LADD,111178,0,4,61,124,39236,7441 LAMONT  ST,181125
Ashlyn KNOTT,072042,0,1,60,121,24626,5687 EVANS  ST,241576
Graham VILLANUEVA,110357,0,1,65,139,26704,6928 VICKERS  ST,213950
Sean LUSK,061442,0,3,59,126,24004,563 KIRK  ST,629351
Ali BROOME,042955,0,1,64,,33464,6649 LANSDOWNE  ST,762545
Amy ARNETT,010375,0,1,70,141,26983,2784 CANDLER GROVE  STREET,876568
Ricky KITCHEN,122848,0,2,,135,22320,598 OAKHURST  STREET,300683
Alina TALLEY,060252,0,2,67,125,32500,602 ROCKLAND  ST,543830
Riley DECKER,072171,0,3,70,,33502,7997 BUCHER  STREET,443890
Emiliano MELTON,070843,0,4,,106,30969,4175 OLDFIELD  ST,575094
Emely HACKER,030583,0,1,60,,30806,3223 GRIFFIN  STREET,688353
Lacey FOUNTAIN,091353,0,1,60,163,24931,3943 CLAIREMONT  STREET,293768
Sabrina MARINO,042146,0,2,72,135,22378,437 CARTER  STREET,272332
Ramon WADDELL,091075,0,2,74,156,22533,3943 GREENWOOD  STREET,264431
Ali NOWAK,021940,0,1,78,,,,550749
Douglas AARON,040182,0,3,92,174,27466,1570 PARK  STREET,813049
Weston VOGEL,061855,0,1,60,120,39523,9606 LEYDEN  STREET,558795
Valerie GREENBERG,052554,0,4,,122,24824,9099 HEATHERDOWN  ST,183547
Haylee BURKS,021966,0,4,66,153,30736,9956 BRUTON  ST,619463
Luca TERRY,011244,0,2,,154,24247,4944 FAIRPARK  STREET,440752
Samuel SISK,071257,0,3,60,130,37892,3889 DEKALB COUNTY COURTHOUSE  STREET,704074
Thomas JOHNS,042573,0,4,,92,35687,3737 WILTSHIRE  ST,530711
Maurice KERNS,061045,0,1,55,132,39866,7489 NORTHERN  ST,331033
Weston QUIGLEY,101159,0,3,,,23911,1106 BROOKS  ST,579774
Taylor BROUGHTON,070444,0,4,88,167,30585,7797 CREEKWOOD  STREET,708252
Kailyn WEIR,111066,0,1,,145,24815,3268 ELECTRIC  STREET,687016
Patrick SPRINGER,110952,0,2,78,169,23783,6484 WOODLAWN  ST,119080
Paige HEDRICK,022252,0,3,51,174,33334,6134 CLAIRMONT  STREET,175358
Ivan WEAVER,081176,0,4,94,182,21265,1556 NORRIS  ST,788065
Jacqueline MCCLURE,072559,0,2,70,,27729,9960 ELECTRIC  STREET,184829
Willow STAFFORD,091558,0,3,78,196,39080,3549 RIDLEY HOWARD  ST,433088
Solomon SMALLWOOD,050374,0,3,,142,38945,1563 BROWER  ST,179084
Dakota HOGAN,040146,0,4,69,129,27856,7846 CHARLESGATE  ST,897050
Delilah DUNHAM,010968,0,2,59,124,24179,2234 PINEHURST  ST,217955
Samara RUTH,091681,0,4,,155,38536,6422 DOGWOOD  ST,529167
Jordan REYNOSO,020354,0,3,66,132,21992,7837 LUCERNE  STREET,808689
Brooklynn ROY,041881,0,4,,172,24132,5942 CRAIGIE  ST,346021
Aaron HARDING,112258,0,3,69,,30282,9930 GREEN  ST,125759
Dillon MCLEAN,051452,0,2,,123,37570,1104 BRUTON  STREET,188237
Nathaniel BEARDEN,052960,0,4,57,129,39702,8700 RIDGELAND  STREET,607072
Luis WAHL,011459,0,1,,,39507,1074 LUCERNE  STREET,550721
Jaxson DRUMMOND,022760,0,2,76,150,39873,3473 HUNTER  STREET,388337
Oscar SAYLOR,012262,0,1,61,128,39941,5750 TANYARD CREEK  ST,297974
Mitchell MORA,073071,0,3,,,21143,7016 COURT  ST,806390
Alina ALI,020353,0,2,57,121,24974,1000 CHARLESGATE  ST,493817
Samantha COLES,021565,0,4,73,161,36099,248 ASHFIELD  STREET,587915
Nikolas BASS,042648,0,1,66,,26799,588 BRIDLEWOOD  STREET,169758
Matthew FITCH,091341,0,4,,144,36945,1303 WOODBURY  ST,792602
Kirsten GARZA,010512,0,4,63,117,20158,6086 POPLAR LANE  ST,231781
Jasper DANIEL,122881,0,4,70,129,33689,6854 GROVEMONT  STREET,477253
William BURGOS,090767,0,3,75,144,35157,1601 COTTONWOOD  STREET,301659
Jeremy HERRON,102351,,4,66,133,28136,2734 BEAUMONT  STREET,727501
Gabriel LILLY,112547,0,2,63,,31565,2632 CAMBRIDGE  STREET,394192
Anastasia MACKEY,030663,0,4,67,,32319,9305 RENFROE  ST,707579
Emilio HAMMONS,120749,0,2,65,141,32473,1816 SAMS  ST,384696
Caden MULLEN,090946,0,3,71,175,35566,4214 HORIERIC  ST,652127
Gianna BLISS,010142,0,4,77,,32351,2146 RUPERT  STREET,607042
Reese QUEEN,041646,0,3,78,154,38969,2314 CAMBRIDGE  STREET,697082
Nancy STEPHENS,012548,0,2,63,152,31790,9491 POPE  STREET,593890
Jayden FONTENOT,020965,0,4,61,176,27918,5477 WINTER  ST,754420
Phoenix DOUGLAS,041546,0,4,62,,34994,7537 CHARLESTON OAKS  ST,509118
Josiah APONTE,112877,0,2,66,128,39274,8738 PHARR  ST,104295
Xander MORENO,051047,0,1,74,,32742,7719 NELSON FERRY  ST,469745
Cruz HOLLIS,010950,0,3,,,22791,2159 BRIDLEWOOD  STREET,864981
Nolan ROPER,,0,2,,128,39315,2704 MAXWELL  ST,618820
Jonas PUCKETT,010667,0,4,,,29627,3823 RIDGELAND  ST,703533
Eduardo RADFORD,091660,0,4,77,171,37365,3578 FAYETTEVILLE  ST,807171
Isabelle GEARY,021950,0,1,,135,22682,6610 CANDLER  ST,870939
Mia SINGLETARY,042540,0,1,56,,30909,3372 HEATON PARK  ST,426258
Philip YORK,070783,0,1,74,172,31154,3755 GORDON  STREET,336989
Benjamin WATKINS,110371,0,3,,162,25632,4886 REGAL PATH  ST,577382
Brody WILES,051940,0,2,57,122,29351,9740 NELSON FERRY  ST,725776
Madeline MATLOCK,011547,0,4,54,113,21081,2309 PINEVIEW  STREET,190223
Autumn FINK,010340,0,1,74,116,24793,7371 WESTCHESTER  ST,135118
Kimora GAUTHIER,052049,0,1,69,128,25403,8967 BEAUMONT  STREET,136471
Santiago MOYA,052752,0,4,79,142,23989,797 PLAINVIEW  STREET,633919
Evangeline WHALEY,020169,0,3,,116,20818,8784 PARKSIDE  ST,469981
Darius SPURLOCK,112752,0,2,94,,37484,5632 HUNTER  ST,356637
Marina MAIN,040472,0,1,68,120,26989,8807 FAYETTEVILLE  ST,805486
Dominic WADDELL,071581,0,3,,150,29656,9069 MIMOSA  ST,236009
Tobias DYKES,031250,0,2,73,,37302,6850 TANYARD CREEK  ST,352449
Douglas HEATON,081045,0,2,67,152,32053,3026 HERTFORD  STREET,548399
Georgia MCLEOD,011162,0,4,,,28232,7629 HOWARD  STREET,267029
Jaden PRESSLEY,032662,0,1,74,,34442,9753 COTTONWOOD  STREET,586842
Cory PAUL,021158,0,2,,128,32923,1754 4TH  STREET,706358
Ernesto LANCASTER,012971,0,4,67,136,38132,9675 CRAIGIE  STREET,189208
Kimberly GALLOWAY,061360,0,4,54,129,23583,3288 MANOR  STREET,114545
Spencer GALVAN,111081,0,1,79,168,29162,6882 NEW  ST,221075
Lillian ABRAHAM,103166,0,1,70,,35491,6437 CHEWNING  ST,798331
Meredith GRIER,122372,0,4,74,147,39544,5168 SENECA  STREET,812914
Oliver NADEAU,031355,0,4,73,166,34357,2834 KINGS  STREET,184608
Peter DONOVAN,083180,0,4,80,129,37717,7751 CONWAY  STREET,363702
Tommy SARGENT,080947,0,4,60,119,38369,698 VICKERS  STREET,463904
Miguel CHEATHAM,052951,0,1,76,180,36840,5287 ADAIR  STREET,179352
Esther THARP,042063,0,4,44,,35189,640 RUSSELL  STREET,427787
Madeline HARDIN,091670,0,2,,144,28999,2316 DAVIS  ST,564648
Zander RICHMOND,091267,0,4,51,114,37380,4925 MEAD  ST,408408
Miles KILPATRICK,062940,0,4,55,107,26578,8783 DEKALB INDUSTRIAL  ST,808130
Cynthia FRANKS,070858,0,1,62,115,31120,952 POPE  STREET,118107
Addison MATTINGLY,042880,0,1,68,131,35107,3757 ANSLEY  STREET,393290
Conner BERNAL,081149,0,1,70,164,26715,3597 EMERSON  ST,610581
Harrison MEANS,071948,0,1,67,,20807,9143 MAPLE  ST,468448
Alexia BLACKMAN,041757,0,1,62,169,34154,8162 FENWAY  ST,431363
Cameron FLOYD,031256,0,3,57,105,25753,223 GREENWOOD  ST,427002
Sasha BILLINGSLEY,123167,0,4,76,,28662,8130 MARY GAY  ST,521117
Ezra ZAVALA,072373,0,2,58,136,20266,1862 COTTONWOOD  STREET,676001
Hunter DIAZ,092775,0,4,53,120,31265,8712 ARBOR WAY  ST,226681
Alanna BURCH,110841,0,2,60,118,32925,7436 MERRILL  ST,539365
Alejandro REID,102251,0,3,56,,32169,9416 PINECREST  STREET,625311
Mariana TALBOT,020277,0,2,66,146,37322,987 BROOKS  ST,183379
Johan STARR,121676,0,3,,,31024,4630 NEW  STREET,879006
Finn FULLER,052949,0,4,66,117,20063,5223 ADAMS  ST,515390
Jasper HOLCOMB,080585,0,3,63,126,24778,1118 RUSSELL  STREET,491395
Kira SLONE,061570,0,2,65,161,31046,2387 ASHWOOD  STREET,804404
Allyson HECK,040862,0,1,76,142,27763,7535 HILLYER  STREET,823656
Garrett GIORDANO,050558,0,1,79,,23085,4591 DREXEL  ST,241187
Haley OLSEN,111479,0,2,,134,,,554426
Katelyn PEDERSEN,101370,0,4,,129,26235,1870 WALKER  STREET,464913
Victor CANO,100475,0,4,70,,34641,9048 SHADOWMOOR  STREET,784010
Trent CRAIN,011849,0,1,59,130,31912,4144 LIVINGSTON  STREET,417875
Donald FINCH,051775,0,4,,144,20072,6816 DOUGHERTY  STREET,280497
Jamie COSTELLO,082553,0,4,55,,30230,7185 HOOD  STREET,380130
Kayden BULLARD,072256,0,,72,,31377,9841 VIVIAN  STREET,155878
Dillon MORELAND,073172,0,3,59,,27318,4962 MERRILL  STREET,645356
Stella FOLEY,071662,0,3,64,138,28897,7036 ANSLEY  STREET,432587
Emanuel WAITE,110747,0,1,75,141,35755,8287 MAXWELL  STREET,669157
Lane WISEMAN,122870,0,1,,213,22917,1499 CHURCH  STREET,664691
Braydon STEPHENS,032547,0,1,76,167,30759,357 HOOD  ST,770935
Julie GREGORY,120267,0,1,61,153,22600,2098 FENWAY  ST,435790
Norah LAKE,050472,0,4,85,168,37920,9438 POPLAR  STREET,598724
Emilia STEELE,101874,0,1,90,,24859,5942 GARLAND  STREET,119005
Bianca WOLFORD,082641,0,4,70,173,35657,5697 2ND  ST,781102
Anya BUTLER,081651,0,4,68,147,34683,8103 FOWLER  ST,292366
Sarah LOYD,122052,0,4,78,166,20992,8632 BROOKS  STREET,858973
Julian JIMENEZ,050840,0,4,64,,24076,693 FAYETTEVILLE  STREET,317683
Pedro SOUZA,042183,0,3,72,132,25527,911 PARKWOOD  ST,538284
Kira BURDEN,042967,0,3,,,34902,8390 WOODHAVEN  STREET,779536
Nasir BETANCOURT,111669,0,2,65,177,25568,5173 SHADOWMOOR  STREET,707331
Emilee ROBLES,022853,0,2,,146,22472,6839 REGAL PATH  STREET,446085
Mercedes BIGGS,032979,0,3,79,149,28355,4796 MIDWAY  STREET,834640
Camden ELLSWORTH,042860,0,3,,,28437,4186 4TH  ST,667412
America STERN,110461,0,4,68,119,25163,7020 PINEVIEW  ST,789204
Hadley MYLES,100351,0,4,61,107,29362,1746 ROYAL PATH  ST,225052
Ivy CORTES,060849,0,3,60,,23446,6209 DOUGHERTY  ST,205165
Kaiden VARNER,030363,0,2,61,120,22875,6824 HILLMONT  ST,533022
Jon FARLEY,061550,0,4,47,129,21731,3508 JOHNSON  ST,703058
Douglas BARNHART,050872,0,1,66,133,25543,7201 ELECTRIC  ST,457090
Alicia EVERHART,070666,0,4,45,96,37617,9812 SPRINGDALE  ST,366684
Iris GRIGSBY,072856,0,1,63,119,24545,7933 OAK  STREET,701336
Karen OVERTON,111084,0,1,86,,24913,6293 GLENDALE  STREET,782840
Trevor NOYES,011551,0,4,69,131,25978,1148 KATHRYN  ST,254658
Gerardo BERNIER,122467,0,2,,117,31787,8265 FAIRFIELD  ST,470144
Guadalupe GALLAGHER,091512,0,,66,112,28362,1269 UPLAND  STREET,540253
Jayson PHAM,040767,0,3,60,168,36702,4268 FREEMAN  STREET,727029
Jake CHILDS,122979,0,3,72,123,28373,6229 BROWER  ST,267102
Declan SMALL,040649,0,3,79,,36667,7238 DEERWOOD  STREET,843475
Paul HERNDON,102555,0,4,72,126,35194,5887 SWANTON HILL  ST,624452
James BULLOCK,051381,0,2,55,96,31875,545 WOODLAWN  STREET,191419
Carlos VANDYKE,032771,0,,70,136,33675,4580 CHIEF MATTHEWS  ST,355213
Madeline VANDYKE,021475,0,3,63,110,28773,5275 MEAD  STREET,435760
Moses BURRIS,010778,0,2,71,142,26970,8291 GENERAL DELIVERY  STREET,843839
Lilian DRAPER,041378,0,2,71,161,35702,4464 AVERY  STREET,507822
Derrick LEWIS,121748,0,2,66,163,31537,5095 DOROTHY  ST,463463
Briana CUMMINGS,120985,0,3,85,,38671,8352 HEATHERDOWN  ST,199651
Abril ROSENTHAL,031276,0,,78,,31730,6921 HICKORY  ST,330574
Kamryn MCMANUS,062471,0,4,66,130,23597,769 HICKORY  ST,232847
Mekhi MANSFIELD,053160,0,4,,112,26079,1731 HILLMONT  STREET,590746
Abby MULLEN,012169,0,2,,118,20194,7915 EASTLAND  STREET,823516
Dayanara CASTRO,031961,0,1,63,129,25718,4763 WOODBURY  ST,579861
Madisyn QUEZADA,012174,0,2,61,,35889,1637 CREEKWOOD  STREET,856867
Laura LITTLEFIELD,091879,0,4,78,150,31369,9509 BRIDLEWOOD  STREET,478221
Ciara CLINTON,081468,0,3,78,189,21532,2692 RUSSELL  STREET,890888
Kendall MOYER,091344,0,1,,134,38537,4049 REGENCY PATH  STREET,683866
Cameron SEWELL,040755,0,4,,119,36445,8241 BARRY  ST,649193
Macy HERBERT,081082,0,2,58,102,39047,6136 GARDEN  ST,116046
Spencer MOBLEY,040841,0,4,58,129,39946,7802 TALLEY  STREET,253913
Lizbeth LAWRENCE,041657,0,2,48,127,25708,9408 BREENS  ST,357591
Raegan NOLEN,052749,0,4,58,118,23740,4008 WILBURN  ST,655295
Leo MELENDEZ,041381,0,3,80,133,31990,5584 BUCHER  ST,155142
Julius HENSON,100175,0,3,80,126,33553,3448 RIDGELAND  ST,731759
Joselyn SANCHEZ,111753,0,2,75,,24353,8571 LAMONT  STREET,848907
Anastasia RIDDICK,,0,3,78,156,32577,6074 HURON  STREET,479210
Lilian LEE,072864,0,3,78,,25106,6179 ROYAL PATH  STREET,819104
Camden MARVIN,041175,0,3,69,,23184,5589 COLLEGE  ST,551122
Mariana SIKES,111672,0,3,89,136,37597,3364 SWANTON HILL  STREET,847604
Rebekah BOWEN,031342,0,3,58,,26652,8436 HUNTER  ST,835268
Justin GADDIS,100281,0,2,63,160,29658,7802 BREENS  STREET,661715
Sam FONTAINE,111653,0,1,62,154,22545,8360 ANSLEY  STREET,471177
Roger HOFFMANN,120985,0,3,48,114,38309,6272 MERRILL  STREET,104519
Madelyn GUAJARDO,102460,0,4,78,,31177,7170 RUPERT  ST,722390
Jayson ZIEGLER,013150,0,4,70,131,39537,6355 GARLAND  ST,140137
Gracie COOK,120255,0,1,,120,37461,3408 ASHWOOD  STREET,423326
Luca RODGERS,032348,0,4,56,82,31640,1169 BROWER  ST,431375
Hayley CHOI,091845,0,1,55,150,27647,829 ROYAL  ST,702688
Danica HENLEY,051972,0,4,86,175,38675,8849 WILTON  ST,209332
Teagan VU,121482,0,1,66,137,20819,6004 WINNONA  STREET,255925
Cheyenne KIRK,121060,0,4,61,126,29832,4600 FORREST  STREET,588034
Valerie YORK,041381,0,3,,97,33834,3792 SAMS  STREET,597954
Caleb RUSS,042783,0,1,63,161,22476,3347 VILLA  ST,878781
Trevor CROWELL,021168,0,4,75,154,34664,6802 PENSDALE  STREET,639433
Emmanuel COLLINS,090940,0,2,70,,25229,8504 MERRILL  ST,382567
Ashton WHEELER,080257,0,4,,,32293,2915 GROVEMONT  ST,774734
Nolan FINK,031561,0,4,69,148,27580,6871 DEVONSHIRE  STREET,153353
Sebastian BOLES,122476,0,3,64,155,32027,3435 MOCKINGBIRD  ST,659368
Wendy IVEY,041664,0,4,58,113,21404,2603 DRIFTWOOD  STREET,466824
Cayden STRATTON,061352,0,4,,106,39625,8600 GLENDALE  ST,850142
Lindsey GAMEZ,062857,0,2,74,131,20499,7403 SWANTON  STREET,112629
Allie ALDRIDGE,052048,0,1,64,157,36180,7536 SUPERIOR  ST,531474
Johanna GEORGE,102045,0,4,74,161,28099,9491 GREEN  STREET,437854
Pablo MCINTOSH,022783,0,3,50,136,38187,1779 SCOTT  ST,814172
Jaelyn CERVANTES,031159,0,1,78,167,33010,7779 ADAIR  STREET,229494
Thomas AQUINO,070853,0,4,,166,24147,2667 BEAUMONT  ST,766001
Juan WILKS,071049,0,1,59,121,31611,4859 PLAINVIEW  STREET,251921
Willow MCNEAL,091155,0,1,50,131,20133,7024 GLENLAKE COMMONS  STREET,234994
Ezra FLANAGAN,020665,0,4,78,188,24315,1874 HEATHERDOWN  ST,681747
Tate HOPPER,040847,0,4,49,118,21293,8513 WOODFERN  ST,475496
Caden SOSA,072754,0,2,,107,39949,8812 DOROTHY  ST,552871
Collin BARTLEY,030355,0,1,64,147,,,507957
Sage TOLLIVER,021571,0,3,72,133,36084,4061 ERIE  ST,486482
Maddison LLOYD,082084,0,3,49,103,20435,3430 ARBOR WAY  ST,490801
Angel LOMBARDO,110147,0,4,62,,36726,3764 KIRK CROSSING  STREET,516826
Katherine MEDLEY,022467,0,2,65,116,22579,1399 ATLANTA  ST,713031
Kaylin FLANAGAN,012758,0,4,78,138,23956,5735 WINNONA  STREET,604741
Emerson HATCHER,111171,0,4,87,151,23714,8853 KINGS  STREET,686335
Sasha KENYON,060968,0,4,88,177,33651,9857 OLD DECATUR  STREET,792823
