firsrt_name,last_name,DOB,sex,race,height,weight,ZIP,street,defect_code
Manuel,HOUGH,07141962,0,1,,124,23574,6324 MOUNTAIN VIEW  STREET,457,
Abraham,TANNER,05261963,0,1,64,,33208,2574 PINETREE  STREET,485,
Phoenix,WADE,05231980,0,4,69,,31093,7044 MERRILL  ST,245,
Hayden,RANDOLPH,08011969,0,2,56,122,33203,1225 MOUNTAIN VIEW  STREET,495,
Jeremiah,BRONSON,04151973,0,2,70,164,35420,3536 HAROLD BYRD  ST,478,
Marcos,CISNEROS,10121968,0,3,69,105,37388,6930 LIVINGSTON  STREET,121,
George,EDWARDS,04111971,0,1,72,143,24464,2497 DOGWOOD  ST,186,
Brenna,MARCUM,06221971,0,4,75,175,20566,9858 NEW  ST,283,
Christian,MEDLEY,02181955,0,1,63,123,22482,7044 TRINITY  ST,445,
Simon,GARDNER,01201972,0,4,,163,39688,5241 DAVIS  STREET,435,
Leonel,LOVELACE,12061974,0,1,79,156,25192,1751 HILL  STREET,420,
Emmanuel,HOUCK,08041953,0,3,73,152,30477,8674 NORRIS  STREET,298,
Eric,HALL,11301953,0,3,64,134,25965,8644 HUNTER  STREET,241,
Valeria,HANNAH,11161945,0,2,,142,31367,4981 HILLMONT  STREET,409,
Josephine,AGUIRRE,08121968,0,3,76,113,30026,7529 TWIN OAKS  STREET,294,
Kaydence,HURT,09141963,0,3,,,32456,833 VILLA  ST,354,
Nina,POWER,09251953,0,1,66,139,39426,2516 HILLDALE  STREET,372,
Enrique,BURCH,01091971,0,2,56,95,24671,6121 DALEROSE  STREET,129,
Luca,WILDER,12021946,0,3,64,,38293,5154 LOCKWOOD  STREET,340,
Osvaldo,RHOADES,05011963,0,4,57,106,30016,6913 HEATON PARK  ST,274,
Gregory,LATHAM,07111950,0,2,78,155,29458,2671 WILTON  ST,487,
Brittany,DUNN,04181966,0,4,77,171,28738,942 MAPLE  ST,269,
Guadalupe,LOZANO,09191979,0,2,75,173,23510,6063 GROVEMONT  STREET,147,
Katherine,ASHER,07281981,0,2,55,,23695,2656 WINN  STREET,212,
Macy,TURPIN,08051947,0,4,56,83,30986,3039 COVENTRY  STREET,266,
Lane,BERNSTEIN,08101984,0,1,,,23994,9488 BROOKS  ST,435,
Bryan,DRIVER,05261976,0,1,71,127,37195,8941 RUPERT  ST,374,
Terrance,ELKINS,03071974,0,1,57,,23620,7380 DEARBORN  STREET,293,
Calvin,BELANGER,05301978,0,3,74,133,27593,5481 PLAINVIEW  ST,361,
Gustavo,BUTLER,01301971,0,4,60,124,31585,6644 MOUNTAIN VIEW  ST,227,
Martin,DEATON,11081972,0,4,,,24413,3339 CARTER  STREET,142,
Lauren,CRISP,07271979,0,1,69,99,22995,1255 OAKVIEW  STREET,207,
Danielle,BETANCOURT,01031948,0,2,78,,27439,9718 DEKALB INDUSTRIAL  ST,103,
Amber,MILTON,09081948,0,3,58,130,21392,2741 LOCKWOOD  STREET,245,
Cole,ANAYA,03121974,0,2,66,108,25376,8353 ZOAR  ST,406,
Skyler,BOONE,04081976,0,1,67,140,27733,3410 CONWAY  ST,462,
Kiley,VAIL,02151953,0,3,62,134,35805,634 SAMS  ST,250,
Isaiah,ANAYA,06021974,0,1,71,158,31664,8481 BRUTON  ST,233,
Hayley,IRVIN,02261975,0,2,69,124,39246,6743 EMERSON  STREET,380,
Wendy,COOKE,10081967,0,3,,151,37384,1933 UNDERWOOD  STREET,389,
Brendan,TRUONG,09161949,0,2,61,125,,,312,
Darren,TALBOT,06201946,0,3,67,100,38140,7170 COURT  STREET,230,
Drake,TALLEY,09201977,0,2,,144,31586,6585 TANYARD CREEK  STREET,277,
Ryder,BURROUGHS,03251981,0,1,75,160,38439,283 HEATON PARK  STREET,145,
Gage,MARTIN,06091974,0,4,63,,24422,7565 OLD DECATUR  ST,126,
Dakota,PICKENS,04251940,0,,71,152,27969,2601 VILLAGE WALK  STREET,485,
Tessa,RENDON,,0,2,73,162,31874,6192 BRUTON  ST,141,
Marvin,ONEILL,03161972,,1,,133,25267,8023 MAEDIRIS  ST,310,
Melany,MORAN,01291978,0,4,,99,38507,4523 NELSON FERRY  ST,351,
Joaquin,BENITEZ,05131982,0,3,61,,29804,9861 DEKALB INDUSTRIAL  STREET,418,
Isabel,BUSH,11201977,0,2,70,,24089,3946 MADISON  ST,463,
Elle,NEIL,07281982,0,2,64,116,37929,4075 GRAYSON  ST,369,
Kade,MOYER,03041962,0,1,76,174,33963,5113 KINGS  STREET,344,
Grayson,THURMAN,01051953,0,4,,199,21671,8404 WINNONA  ST,258,
Stephen,ELDRIDGE,06101980,0,3,60,126,31833,5807 WOODBURY  STREET,193,
Malia,RATLIFF,10191977,0,4,60,105,30134,5335 1ST  STREET,390,
Timothy,PICKENS,10251984,0,4,64,143,21655,2392 HIGH GATE  ST,267,
Isabella,MOSS,05081951,0,4,,148,,,250,
Jasmin,KIRK,06171976,0,1,76,153,33997,1710 LEYDEN  ST,477,
Jaiden,POOL,11041959,0,1,74,138,32705,3655 MOUNTAIN VIEW  STREET,161,
Willow,GROVER,07101972,0,3,63,133,27896,1900 VILLAGE WALK  STREET,242,
Leonardo,RUCKER,06231940,0,2,67,,20566,3081 FREEMAN  ST,467,
Melody,ROYAL,02141984,0,1,63,157,36519,1155 LENORE  STREET,428,
Mary,ENGLAND,02151976,0,3,71,112,30046,3623 FORREST  STREET,105,
Randy,BRIGHT,01171972,0,2,65,112,34658,4956 EMERSON  STREET,176,
Gabrielle,ALLEY,03101951,0,1,,152,32779,498 LAMONT  ST,339,
Elise,CASTLE,09231947,0,4,,114,28729,1576 MEAD  ST,159,
Saul,GOLDSMITH,01171972,0,3,61,134,34318,9126 FELD  STREET,322,
Stephen,CHEEK,03141985,0,3,67,131,33093,6118 2ND  ST,145,
Walter,CHAPMAN,07091963,0,1,,163,31496,2443 LAKE  ST,374,
Alejandro,PARISH,05221973,0,3,68,126,26019,5872 BROOKS  ST,367,
Madeleine,STAHL,12171967,0,4,,120,30360,474 HIBERNIA  ST,415,
Naomi,BLANKENSHIP,08061958,0,4,,149,37908,7839 COLLEGE  STREET,397,
Cecilia,MARINO,06051963,0,3,,115,33264,2409 MEDLOCK  ST,153,
Courtney,MALLORY,07241981,0,1,64,153,32859,3432 COTTONWOOD  STREET,126,
Chandler,NGUYEN,10241980,0,1,70,172,35605,8413 ASHBURY  STREET,299,
Taryn,DRAKE,07221957,0,4,,117,26690,7879 MOUNT VERNON  ST,480,
Sarah,LI,07051972,0,1,,154,33342,4371 GRAYSON  ST,369,
Joaquin,BIDDLE,02251958,0,1,74,141,21371,5864 HILLDALE  ST,439,
Kaelyn,NICKERSON,06041950,0,3,,160,24279,3979 HURON  STREET,150,
Josephine,MOELLER,03201967,0,1,57,,33787,4182 EVANS  ST,367,
Phoebe,PATRICK,07161963,0,1,,,33561,9232 TANYARD CREEK  ST,221,
Lorenzo,FERRELL,02141957,0,2,65,125,31208,4445 GREEN  ST,122,
Cindy,SPEER,11271948,0,3,55,103,39049,9027 HORIERIC  ST,119,
Braylon,CARUSO,08111976,0,1,63,117,27915,6431 EASTLAND  STREET,146,
Ayla,BARCLAY,02271954,0,1,,119,26475,1204 ADAMS  STREET,120,
Braylon,SARGENT,04051961,0,1,78,181,33409,3723 KIRK CROSSING  STREET,439,
Brittany,KEY,08201977,0,3,63,,23139,1551 ADAMS  ST,203,
Wesley,JOY,05201966,0,2,,94,38670,3519 PONCE DE LEON  STREET,113,
Paris,WILLARD,04231942,0,1,59,,33175,762 MCKINNON  ST,429,
Eric,CHAMPION,05081963,0,3,78,142,38474,6160 THOMAS  ST,125,
Jorge,BANDA,04171972,0,4,63,136,24174,8710 MIMOSA  STREET,103,
Axel,COSTA,03231969,0,3,69,134,32764,6197 3RD  STREET,231,
Casey,WYNN,06291954,0,1,60,118,36930,5670 RIMINGTON  ST,228,
Desiree,GAMEZ,07271965,,,77,153,32644,2468 WESTCHESTER  ST,167,
Estrella,GAFFNEY,08211940,0,3,69,133,37640,8975 WOODVIEW  STREET,136,
Andy,JONES,02011947,0,4,,199,37469,6732 AVERY  STREET,311,
Caroline,GALLO,01041962,0,1,79,,22181,6368 PATTILLO  ST,456,
Layla,MADISON,07061980,0,2,,,23787,3704 GARLAND  ST,135,
Cadence,MAYES,06221973,0,1,75,177,30919,4380 NEW  ST,490,
Yoselin,PRITCHARD,11021985,0,1,,81,25950,9205 GRIFFIN  ST,257,
Roy,BAER,04121979,0,4,56,102,33982,1466 RIDGELAND  STREET,222,
Andrea,ROPER,04071970,0,2,64,153,31021,3113 FITZGERALD  ST,154,
Jimmy,BENDER,03281960,0,4,,,30292,1576 ROYAL  STREET,400,
Jazmin,JACK,11271941,0,1,64,131,35713,3612 GENERAL DELIVERY  ST,497,
Savanna,FRANCIS,09121955,0,3,65,129,38030,8704 DURAND FALLS  STREET,121,
Ashlyn,BUTTERFIELD,04181962,0,4,,120,28155,2109 DALEROSE  STREET,150,
Conner,ARCE,05271946,0,2,74,168,31914,3401 HILLYER  ST,458,
Kaitlynn,PIPER,04161973,0,4,79,152,33472,7650 POPLAR LANE  STREET,308,
Kathryn,VILLANUEVA,01281974,0,3,67,166,29598,6642 THOMAS  STREET,415,
Uriel,BRADY,10201953,0,1,63,127,33312,9607 CANDLER  STREET,246,
Marcos,SHAVER,04281957,0,1,72,135,25314,1264 DALEROSE  STREET,221,
Caroline,PAPPAS,07051969,0,4,71,169,25256,450 TWIN OAKS  ST,298,
Josiah,SCHMITT,10111966,0,3,77,148,37522,8401 BUCHANAN  STREET,374,
Emily,HILL,05141941,0,2,71,,35413,2138 RENFROE  STREET,185,
Danika,ROY,12281974,0,3,61,134,34043,7917 SPRINGDALE  STREET,173,
Mateo,MCNAMARA,02211941,0,1,55,75,37388,7952 RIDGELAND  ST,387,
Jazmine,GARDINER,02151965,0,2,65,139,36773,3576 CHAMPLAIN  STREET,212,
Eric,HANDY,05081977,0,4,59,108,24063,475 WOODLAWN  ST,287,
Julia,ORNELAS,06101960,0,3,,,33314,2107 HILLCREST  ST,231,
Jake,NAVARRO,12081985,0,3,,,29305,486 CAMBRIDGE  STREET,181,
Izabella,MAHAN,02161963,0,1,72,149,24416,7772 DEVONSHIRE  STREET,464,
Hanna,LIND,04161951,0,4,69,138,26940,8763 WINNONA  STREET,476,
Adrian,FORMAN,01021942,0,3,62,85,34243,9981 ROCKLAND  STREET,391,
Ashton,TRAMMELL,11121963,0,4,76,157,38497,6980 APPIAN  STREET,379,
Lola,VIDAL,09081942,0,3,,118,23695,1647 POPLAR  ST,316,
Kaylie,CHILDRESS,12241984,0,3,78,162,20358,9924 GLENLAKE COMMONS  ST,194,
Kyla,HAWKINS,09031941,0,4,71,135,25322,4076 CHESTER  STREET,425,
Evelyn,SHOOK,05131940,0,2,55,101,28735,878 IRVIN  ST,136,
Jose,HAMMONDS,06041958,0,3,75,129,30283,3269 GENERAL DELIVERY  ST,105,
Valerie,LADD,11111978,0,4,61,100,39236,7441 LAMONT  ST,483,
Ashlyn,KNOTT,07201942,0,1,60,111,24626,5687 EVANS  ST,358,
Graham,VILLANUEVA,11031957,0,1,,152,26704,6928 VICKERS  ST,184,
Sean,LUSK,06141942,0,3,59,125,24004,563 KIRK  ST,426,
Ali,BROOME,04291955,0,1,64,159,22976,1338 GRAYSON  ST,382,
Amy,ARNETT,01031975,0,1,65,118,26983,2784 CANDLER GROVE  STREET,308,
Ricky,KITCHEN,12281948,0,2,60,144,30081,9239 CHEVELLE  ST,130,
Alina,TALLEY,06021952,0,2,67,,32500,602 ROCKLAND  ST,299,
Riley,DECKER,07211971,0,3,70,130,33502,7997 BUCHER  STREET,240,
Emiliano,MELTON,07081943,0,4,55,120,21484,8017 CHELSEA  STREET,419,
Emely,HACKER,03051983,0,1,,,22549,9471 SUPERIOR  ST,105,
Lacey,FOUNTAIN,09131953,0,1,,,24931,3943 CLAIREMONT  STREET,434,
Sabrina,MARINO,04211946,0,2,72,108,21866,9843 MIMOSA  ST,176,
Ramon,WADDELL,09101975,0,2,79,,22533,3943 GREENWOOD  STREET,391,
Ali,NOWAK,02191940,0,1,78,172,39618,5321 LAKE  STREET,302,
Douglas,AARON,04011982,0,3,,174,28125,6859 HUNTER  ST,261,
Weston,VOGEL,06181955,0,1,,132,39523,9606 LEYDEN  STREET,144,
Valerie,GREENBERG,06261954,0,4,57,111,25411,4687 DREXEL  STREET,206,
Haylee,BURKS,02191966,0,4,77,166,20364,782 SYCAMORE RIDGE  ST,144,
Luca,TERRY,01121944,0,2,75,143,26627,4131 RIDGELAND  STREET,302,
Samuel,SISK,07121957,0,3,60,109,28368,6718 GENERAL DELIVERY  STREET,431,
Thomas,JOHNS,04251973,0,4,59,116,35687,3737 WILTSHIRE  ST,215,
Maurice,KERNS,06101945,0,1,63,158,39866,7489 NORTHERN  ST,138,
Weston,QUIGLEY,10111959,0,3,69,127,38607,3312 JOHNSON  STREET,440,
Taylor,BROUGHTON,07041944,0,4,74,167,30585,7797 CREEKWOOD  STREET,446,
Kailyn,WEIR,11101966,0,1,67,174,24815,3268 ELECTRIC  STREET,131,
Patrick,SPRINGER,11091952,0,,78,169,23783,6484 WOODLAWN  ST,496,
Paige,HEDRICK,02221952,0,3,,155,33334,6134 CLAIRMONT  STREET,258,
Ivan,WEAVER,08111976,0,4,,179,20446,1500 HIBERNIA  ST,410,
Jacqueline,MCCLURE,07251959,0,2,70,127,38112,9518 PATE  ST,163,
Willow,STAFFORD,09151958,0,3,78,156,39080,3549 RIDLEY HOWARD  ST,114,
Solomon,SMALLWOOD,05031974,0,3,76,128,38945,1563 BROWER  ST,354,
Dakota,HOGAN,04011946,0,4,69,121,27856,7846 CHARLESGATE  ST,276,
Delilah,DUNHAM,01091968,0,2,63,124,21538,9793 WOODVIEW  STREET,287,
Samara,RUTH,09161981,0,4,73,161,33878,5221 MANOR  STREET,215,
Jordan,REYNOSO,02031954,0,3,66,,21992,7837 LUCERNE  STREET,284,
Brooklynn,ROY,04181981,0,4,78,172,24132,5942 CRAIGIE  ST,307,
Aaron,HARDING,11221958,0,,69,,30282,9930 GREEN  ST,114,
Dillon,MCLEAN,05141952,0,2,,123,37570,1104 BRUTON  STREET,177,
Nathaniel,BEARDEN,05291960,0,4,57,108,34468,609 DOROTHY  STREET,273,
Luis,WAHL,01141959,0,1,69,137,39507,1074 LUCERNE  STREET,341,
Jaxson,DRUMMOND,02271960,0,2,76,120,39873,3473 HUNTER  STREET,310,
Oscar,SAYLOR,01221962,0,1,61,128,23981,3536 FENWAY  ST,474,
Mitchell,MORA,07301971,0,3,70,145,23620,1665 HANCOCK  STREET,391,
Alina,ALI,02031953,0,2,57,117,24974,1000 CHARLESGATE  ST,470,
Samantha,COLES,02151965,0,4,73,161,36099,248 ASHFIELD  STREET,335,
Nikolas,BASS,04261948,0,1,,,26799,588 BRIDLEWOOD  STREET,494,
Matthew,FITCH,09131941,0,4,61,,36945,1303 WOODBURY  ST,197,
Kirsten,GARZA,07061972,0,4,64,128,20158,6086 POPLAR LANE  ST,395,
Jasper,DANIEL,12281981,0,4,59,121,33689,6854 GROVEMONT  STREET,158,
William,BURGOS,09071967,0,3,,184,35157,1601 COTTONWOOD  STREET,299,
Jeremy,HERRON,10231951,0,4,66,108,29306,4257 WESTCHESTER  ST,229,
Gabriel,LILLY,11251947,0,2,,120,31565,2632 CAMBRIDGE  STREET,321,
Anastasia,MACKEY,03061963,0,4,60,,35889,7449 LOCKWOOD  STREET,287,
Emilio,HAMMONS,12071949,0,2,65,141,33385,3368 ADAIR  STREET,237,
Caden,MULLEN,09091946,0,3,71,,35566,4214 HORIERIC  ST,327,
Gianna,BLISS,07011942,0,4,67,139,21193,1712 THOMAS  STREET,141,
Reese,QUEEN,04161946,0,3,78,161,38969,2314 CAMBRIDGE  STREET,179,
Nancy,STEPHENS,01251948,0,2,71,,31790,9491 POPE  STREET,407,
Jayden,FONTENOT,02091965,0,4,68,117,22412,498 FRANKLIN  ST,286,
Phoenix,DOUGLAS,04151946,0,4,62,147,30813,5634 DEARBORN  ST,418,
Josiah,APONTE,11281977,0,2,66,,39274,8738 PHARR  ST,486,
Xander,MORENO,05101947,0,1,74,147,32742,7719 NELSON FERRY  ST,268,
Cruz,HOLLIS,01091950,0,3,79,155,22791,2159 BRIDLEWOOD  STREET,198,
Nolan,ROPER,12191946,0,2,63,106,39315,2704 MAXWELL  ST,318,
Jonas,PUCKETT,01061967,0,4,,114,21925,9333 PINEHURST  ST,406,
Eduardo,RADFORD,09161960,0,4,77,170,36334,655 RIDLEY  STREET,223,
Isabelle,GEARY,02191950,,1,73,121,30739,6025 MAXWELL  STREET,113,
Mia,SINGLETARY,04251940,0,1,56,,30909,3372 HEATON PARK  ST,194,
Philip,YORK,07071983,0,1,,184,31154,3755 GORDON  STREET,262,
Benjamin,WATKINS,11031971,0,3,72,138,25632,4886 REGAL PATH  ST,295,
Brody,WILES,05191940,0,2,,127,29351,9740 NELSON FERRY  ST,115,
Madeline,MATLOCK,01151947,0,4,58,112,21081,2309 PINEVIEW  STREET,285,
Autumn,FINK,01031940,0,1,74,146,30551,2734 CLARION  STREET,173,
Kimora,GAUTHIER,05201949,0,1,69,128,33165,5751 HERTFORD  STREET,163,
Santiago,MOYA,05271952,0,4,,161,23989,797 PLAINVIEW  STREET,470,
Evangeline,WHALEY,02011969,0,3,58,92,35176,5469 POPE  ST,428,
Darius,SPURLOCK,11271952,0,2,79,141,22447,1217 OAKHURST COMMON  STREET,264,
Marina,MAIN,04041972,0,1,66,120,26989,8807 FAYETTEVILLE  ST,266,
Dominic,WADDELL,07151981,0,3,71,,29656,9069 MIMOSA  ST,241,
Tobias,DYKES,03121950,0,2,,136,37302,6850 TANYARD CREEK  ST,134,
Douglas,HEATON,08101945,0,2,75,,32053,3026 HERTFORD  STREET,154,
Georgia,MCLEOD,01111962,0,4,,116,28232,7629 HOWARD  STREET,463,
Jaden,PRESSLEY,03261962,0,1,76,142,32156,6534 HILLYER  ST,307,
Cory,PAUL,02111958,0,2,58,150,32923,1754 4TH  STREET,389,
Ernesto,LANCASTER,01291971,0,4,57,114,38132,9675 CRAIGIE  STREET,364,
Kimberly,GALLOWAY,06131960,0,4,67,,24976,5083 TANYARD CREEK  ST,288,
Spencer,GALVAN,11101981,0,1,66,140,29162,6882 NEW  ST,171,
Lillian,ABRAHAM,10311966,0,1,61,122,35491,6437 CHEWNING  ST,302,
Meredith,GRIER,12231972,0,4,74,123,25479,8375 GLENDALE  ST,183,
Oliver,NADEAU,03131955,0,4,73,132,34357,2834 KINGS  STREET,140,
Peter,DONOVAN,08311980,0,4,67,119,37717,7751 CONWAY  STREET,184,
Tommy,SARGENT,08091947,0,4,,119,20207,6077 ANSLEY  STREET,249,
Miguel,CHEATHAM,05291951,0,1,76,150,36840,5287 ADAIR  STREET,285,
Esther,THARP,04201963,0,4,55,77,35189,640 RUSSELL  STREET,438,
Madeline,HARDIN,09161970,0,2,74,144,21472,364 DOUGHERTY  STREET,199,
Zander,RICHMOND,09121967,0,4,,114,37380,4925 MEAD  ST,238,
Miles,KILPATRICK,06291940,0,4,,107,22703,595 PLAINVIEW  ST,387,
Cynthia,FRANKS,07081958,0,1,62,,23650,1184 DOROTHY  STREET,141,
Addison,MATTINGLY,04281980,0,1,59,131,35107,3757 ANSLEY  STREET,177,
Conner,BERNAL,08171949,0,1,,,26715,3597 EMERSON  ST,103,
Harrison,MEANS,07191948,0,1,59,135,20807,9143 MAPLE  ST,120,
Alexia,BLACKMAN,04171957,0,1,,141,34154,8162 FENWAY  ST,266,
Cameron,FLOYD,03121956,0,3,57,84,25753,223 GREENWOOD  ST,453,
Sasha,BILLINGSLEY,12311967,0,4,76,147,21309,4082 ERIE  STREET,288,
Ezra,ZAVALA,07231973,0,2,72,142,20266,1862 COTTONWOOD  STREET,358,
Hunter,DIAZ,09271975,,4,57,100,39317,8104 ASHBURY  ST,187,
Alanna,BURCH,11081941,0,2,,,32925,7436 MERRILL  ST,285,
Alejandro,REID,10221951,0,3,,147,24907,5181 DOROTHY  STREET,335,
Mariana,TALBOT,02021977,0,2,66,134,37322,987 BROOKS  ST,419,
Johan,STARR,12161976,0,3,63,,31024,4630 NEW  STREET,188,
Finn,FULLER,06291949,0,4,60,117,27628,9299 LANDOVER  STREET,336,
Jasper,HOLCOMB,08051985,0,3,72,145,24778,1118 RUSSELL  STREET,473,
Kira,SLONE,06151970,0,2,70,161,31046,2387 ASHWOOD  STREET,173,
Allyson,HECK,04081962,0,1,76,142,29324,1273 KATHRYN  ST,167,
Garrett,GIORDANO,05051958,0,1,79,185,37107,8750 WOODLAND  STREET,175,
Haley,OLSEN,11141979,0,2,,,,,336,
Katelyn,PEDERSEN,10131970,0,4,75,,28664,8098 MOUNT VERNON  ST,218,
Victor,CANO,10041975,0,4,70,,34641,9048 SHADOWMOOR  STREET,426,
Trent,CRAIN,01181949,0,1,62,104,31912,4144 LIVINGSTON  STREET,449,
Donald,FINCH,05171975,0,4,70,,20072,6816 DOUGHERTY  STREET,466,
Jamie,COSTELLO,08251953,0,4,55,106,30230,7185 HOOD  STREET,202,
Kayden,BULLARD,07221956,0,2,62,,34375,7712 MISSIONARY  STREET,448,
Dillon,MORELAND,07311972,0,3,,101,27318,4962 MERRILL  STREET,254,
Stella,FOLEY,07161962,0,3,64,143,28897,7036 ANSLEY  STREET,129,
Emanuel,WAITE,11071947,0,1,,141,35755,8287 MAXWELL  STREET,262,
Lane,WISEMAN,12281970,0,1,78,178,29531,5760 REGENCY PATH  STREET,273,
Braydon,STEPHENS,03251947,0,1,,165,30759,357 HOOD  ST,395,
Julie,GREGORY,12021967,0,1,,128,22011,5789 KATHRYN  ST,217,
Norah,LAKE,05041972,0,4,75,163,25951,7903 WOODLAWN  STREET,498,
Emilia,STEELE,10181974,0,1,,168,24859,5942 GARLAND  STREET,249,
Bianca,WOLFORD,08261941,0,4,78,173,35657,5697 2ND  ST,344,
Anya,BUTLER,08161951,0,4,,123,34204,5534 CAMBRIDGE  STREET,374,
Sarah,LOYD,12201952,0,4,,167,20992,8632 BROOKS  STREET,200,
Julian,JIMENEZ,05081940,0,4,60,122,24076,693 FAYETTEVILLE  STREET,247,
Pedro,SOUZA,04211983,0,3,66,132,25527,911 PARKWOOD  ST,158,
Kira,BURDEN,04291967,0,3,72,,,,138,
Nasir,BETANCOURT,11161969,0,2,,,25568,5173 SHADOWMOOR  STREET,173,
Emilee,ROBLES,02281953,0,2,,146,22472,6839 REGAL PATH  STREET,319,
Mercedes,BIGGS,03291979,0,3,71,149,28355,4796 MIDWAY  STREET,484,
Camden,ELLSWORTH,04281960,0,3,79,182,28437,4186 4TH  ST,347,
America,STERN,11041961,0,4,63,,23803,7316 STERLING  STREET,404,
Hadley,MYLES,10031951,0,4,61,,29362,1746 ROYAL PATH  ST,334,
Ivy,CORTES,06081949,0,3,69,108,26362,6021 ADAMS  STREET,389,
Kaiden,VARNER,03031963,0,2,61,128,22875,6824 HILLMONT  ST,490,
Jon,FARLEY,06151950,0,4,,124,28060,980 WHEATFIELDS  STREET,422,
Douglas,BARNHART,05081972,0,1,66,111,25543,7201 ELECTRIC  ST,448,
Alicia,EVERHART,07061966,0,4,,96,37617,9812 SPRINGDALE  ST,339,
Iris,GRIGSBY,07281956,0,1,63,119,24545,7933 OAK  STREET,140,
Karen,OVERTON,11101984,0,1,,,24913,6293 GLENDALE  STREET,461,
Trevor,NOYES,07151961,0,4,,143,25978,1148 KATHRYN  ST,208,
Gerardo,BERNIER,12241967,0,2,,126,31787,8265 FAIRFIELD  ST,151,
Guadalupe,GALLAGHER,03161972,0,4,62,114,28362,1269 UPLAND  STREET,149,
Jayson,PHAM,04071967,0,3,60,,36702,4268 FREEMAN  STREET,131,
Jake,CHILDS,12291979,0,3,67,151,28373,6229 BROWER  ST,446,
Declan,SMALL,04061949,0,3,79,175,36667,7238 DEERWOOD  STREET,186,
Paul,HERNDON,10261955,0,4,72,158,35194,5887 SWANTON HILL  ST,321,
James,BULLOCK,05131981,0,2,55,,31875,545 WOODLAWN  STREET,324,
Carlos,VANDYKE,03271971,0,4,70,151,33675,4580 CHIEF MATTHEWS  ST,379,
Madeline,VANDYKE,02141975,0,3,58,107,28773,5275 MEAD  STREET,441,
Moses,BURRIS,01071978,0,2,71,142,26970,8291 GENERAL DELIVERY  STREET,387,
Lilian,DRAPER,04131978,0,2,,,35702,4464 AVERY  STREET,321,
Derrick,LEWIS,12171948,0,2,66,136,31537,5095 DOROTHY  ST,335,
Briana,CUMMINGS,12091985,0,3,71,165,30620,2667 MIDWAY  STREET,465,
Abril,ROSENTHAL,,0,4,78,,31730,6921 HICKORY  ST,198,
Kamryn,MCMANUS,06241971,0,4,66,130,24068,2919 CREEKWOOD  ST,125,
Mekhi,MANSFIELD,05311960,0,4,57,122,26079,1731 HILLMONT  STREET,424,
Abby,MULLEN,01211969,0,2,59,110,20613,6031 ROBIN  ST,280,
Dayanara,CASTRO,03191961,0,1,63,143,32812,4574 TALLEY  STREET,214,
Madisyn,QUEZADA,01211974,0,2,65,164,35889,1637 CREEKWOOD  STREET,236,
Laura,LITTLEFIELD,09181979,0,4,78,,31369,9509 BRIDLEWOOD  STREET,114,
Ciara,CLINTON,08141968,0,3,78,,21532,2692 RUSSELL  STREET,112,
Kendall,MOYER,09131944,0,1,68,121,24776,7389 DERRYDOWN  STREET,108,
Cameron,SEWELL,04071955,0,4,74,146,36445,8241 BARRY  ST,282,
Macy,HERBERT,08101982,0,2,62,143,38109,8100 DERRYDOWN  STREET,235,
Spencer,MOBLEY,04081941,0,4,,,20884,6340 CANDLER OAKS  STREET,212,
Lizbeth,LAWRENCE,04161957,0,2,55,,38095,1309 JOHNSTON  ST,358,
Raegan,NOLEN,05271949,0,4,59,114,32520,7088 CREEKWOOD  ST,309,
Leo,MELENDEZ,04131981,0,3,67,131,34815,9058 WOODLAWN  STREET,325,
Julius,HENSON,10011975,0,3,73,158,33553,3448 RIDGELAND  ST,236,
Joselyn,SANCHEZ,11171953,0,,75,161,29535,7484 EMERSON  STREET,462,
Anastasia,RIDDICK,05021959,0,3,78,125,24872,3708 VIVIAN  ST,273,
Lilian,LEE,07281964,0,3,,116,25106,6179 ROYAL PATH  STREET,370,
Camden,MARVIN,04111975,0,3,69,156,38313,7581 FRANKLIN  STREET,245,
Mariana,SIKES,11161972,0,3,79,161,37597,3364 SWANTON HILL  STREET,424,
Rebekah,BOWEN,03131942,0,3,,125,37846,2645 GREYLOCK  ST,479,
Justin,GADDIS,10021981,0,2,,107,29658,7802 BREENS  STREET,444,
Sam,FONTAINE,11161953,0,1,67,118,29358,1951 PINETREE  STREET,462,
Roger,HOFFMANN,12091985,0,3,58,116,38309,6272 MERRILL  STREET,154,
Madelyn,GUAJARDO,10241960,0,4,65,158,31177,7170 RUPERT  ST,143,
Jayson,ZIEGLER,01311950,0,4,,141,27414,871 RENFROE  ST,247,
Gracie,COOK,12021955,0,1,57,90,31275,8397 GARDEN  STREET,400,
Luca,RODGERS,03231948,0,4,,92,31640,1169 BROWER  ST,190,
Hayley,CHOI,09181945,0,1,,150,24105,1853 MCCLEAN  ST,117,
Danica,HENLEY,05191972,0,4,78,183,38675,8849 WILTON  ST,443,
Teagan,VU,12141982,0,1,72,128,20819,6004 WINNONA  STREET,330,
Cheyenne,KIRK,12101960,0,4,65,126,29832,4600 FORREST  STREET,285,
Valerie,YORK,04131981,0,3,55,77,33834,3792 SAMS  STREET,363,
Caleb,RUSS,04271983,0,1,70,128,30462,6410 MONTGOMERY  ST,407,
Trevor,CROWELL,02111968,0,4,75,,32267,4807 SAMS  STREET,182,
Emmanuel,COLLINS,09091940,0,2,70,153,31759,3452 WOODFERN  STREET,480,
